cigar	雪茄
wordy	罗嗦的
sheer	纯粹的
leper	麻风病人
nosey	多管闲事的
bulge	隆起
savor	品味
clamp	夹紧
funky	时髦的
foamy	泡沫的
toxic	有毒的
brand	品牌
plumb	钻研
dingy	又黑又脏的
butte	巴特
drill	训练
tripe	牛肚
bicep	二头肌
tenor	男高音
krill	磷虾
worse	更糟的
drama	戏
hyena	鬣狗
think	认为
ratio	比率
cobra	眼镜蛇
basil	罗勒
scrum	并列争球
bused	公共汽车
phone	电话
court	法院
camel	骆驼
proof	证据
heard	听到
angel	天使
petal	花瓣
pouty	手铐
throb	悸动
maybe	大概
fetal	胎儿的
sprig	小枝
spine	脊柱
shout	呼喊
cadet	学员
macro	宏
dodgy	狡猾的
satyr	好色之徒
rarer	罕见的
binge	狂欢
trend	趋势
nutty	疯子
leapt	跳跃
amiss	错
split	分裂
myrrh	没药
width	宽度
sonar	声纳
tower	塔
baron	男爵
fever	发烧
waver	减弱
spark	火花
belie	掩饰
sloop	单桅帆船
expel	驱逐
smote	打击
baler	打捆机
above	在上面
north	北
wafer	薄饼
scant	不足的
frill	褶边
awash	淹没
snack	点心
scowl	怒视
frail	脆弱的
drift	漂流
limbo	地狱边境
fence	栅栏
motel	汽车旅馆
ounce	盎司
wreak	造成
revel	狂欢
talon	鹰爪
prior	先前的
knelt	跪下
cello	大提琴
flake	小薄片
debug	调试
anode	阳极
crime	罪行
salve	药膏
scout	童子军
imbue	使充满
pinky	小指
stave	梯级
vague	模糊的
chock	塞住
fight	打仗
video	视频
stone	石
teach	教
cleft	裂口
frost	严寒天气
prawn	对虾
booty	战利品
twist	扭曲
apnea	呼吸暂停
stiff	不易弯曲的
plaza	广场
ledge	岩架
tweak	扭
board	板
grant	授予
medic	医生
bacon	培根
cable	缆绳
brawl	争吵
slunk	偷偷摸摸
raspy	沙哑刺耳的
forum	论坛
drone	嗡嗡声
women	女人
mucus	粘液
boast	自夸
toddy	托迪
coven	科文
tumor	肿瘤
truer	真实的
wrath	愤怒
stall	货摊
steam	水蒸气
axial	轴向的
purer	纯净的
daily	每日的
trail	追踪
niche	市场定位
mealy	米利
juice	果汁
nylon	尼龙
plump	丰满的
merry	愉快的
flail	连枷
papal	教皇的
wheat	小麦
berry	浆果
cower	畏缩
erect	垂直的
brute	残酷的人
leggy	长腿的
snipe	鹬
sinew	筋
skier	滑雪者
penny	便士
jumpy	提心吊胆的
rally	集会
umbra	本影
scary	恐怖的
modem	调制解调器
gross	总的
avian	鸟类的
greed	贪婪
satin	缎子
tonic	补品
parka	派克大衣
sniff	闻
livid	铁青
stark	明显的
trump	王牌
giddy	头晕
reuse	重新使用
taboo	禁忌
avoid	避免
quote	引用
devil	魔王
liken	把…比作
gloss	光泽
gayer	盖尔
beret	贝雷帽
noise	噪音
gland	腺
dealt	处理
sling	吊索
rumor	谣言
opera	歌剧
thigh	大腿
tonga	汤加
flare	闪耀
wound	伤口
white	白色
bulky	庞大的
etude	练习曲
horse	马
circa	大约
paddy	帕迪
inbox	收件箱
fizzy	起泡的
grain	粮食
exert	发挥
surge	激增
gleam	发微光
belle	贝儿
salvo	齐射
crush	压坏
fruit	水果
sappy	多愁善感的
taker	接受者
tract	大片土地
ovine	绵羊
spiky	尖头的
frank	直率的
reedy	里德
filth	污物
spasm	痉挛
heave	隆起
mambo	曼波
right	正当
clank	叮当声
trust	相信
lumen	流明
borne	负荷
spook	幽灵
sauce	调味汁
amber	琥珀色
lathe	车床
carat	克拉
corer	取芯器
dirty	肮脏的
slyly	狡猾地
affix	附上
alloy	合金
taint	污点
sheep	羊
kinky	古怪的
wooly	毛茸茸的
mauve	淡紫色
flung	挥动
yacht	帆船
fried	油炸
quail	鹌鹑
brunt	冲击
grimy	肮脏的
curvy	弯曲的
cagey	小心谨慎
rinse	冲洗
deuce	见鬼
state	状态
grasp	抓住
milky	奶制的
bison	野牛
graft	嫁接
sandy	多沙的
baste	在…上涂抹油脂
flask	瓶子
hedge	树篱
girly	少女
swash	挥霍
boney	骨瘦如柴
coupe	轿跑车
endow	天生赋予
abhor	憎恶
welch	韦尔奇
blade	刀身
tight	牢固的
geese	鹅
miser	吝啬鬼
mirth	欢乐
cloud	云
cabal	阴谋集团
leech	水蛭
close	关
tenth	第十
pecan	美洲山核桃
droit	所有权
grail	圣杯
clone	克隆
guise	表现形式
ralph	拉尔夫
tango	探戈
biddy	毕蒂
smith	史密斯
mower	割草机
payee	受款人
serif	衬线
drape	悬垂
fifth	第五
spank	用手打
glaze	釉
allot	分配
truck	卡车
kayak	皮艇
virus	病毒
testy	易怒的
tepee	圆锥形帐篷
fully	充分地
zonal	地带性
metro	地铁
curry	咖喱
grand	壮丽的
banjo	班卓琴
axion	轴子
bezel	挡板
occur	发生
chain	链条
nasal	鼻腔
gooey	粘的
filer	文件管理器
brace	支架
allay	减轻
pubic	阴部的
raven	掠夺
plead	申辩
gnash	啃
flaky	薄的
munch	用力咀嚼
dully	无聊地
eking	勉强
thing	事情
slink	溜走
hurry	匆忙
theft	盗窃
shorn	剪短
pygmy	侏儒
ranch	大牧场
wring	拧
lemon	柠檬
shore	岸
mamma	妈妈
froze	冻结
newer	更新的
style	风格
moose	驼鹿
antic	滑稽的
drown	淹死
vegan	素食主义者
chess	国际象棋
guppy	孔雀鱼
union	协会
lever	操纵杆
lorry	卡车
image	形象
cabby	出租车司机
druid	德鲁伊
exact	准确的
truth	真相
dopey	昏昏欲睡的
spear	矛
cried	哭
chime	钟声
crony	亲信
stunk	臭味
timid	胆小的
batch	一批
gauge	测量
rotor	转子
crack	裂纹
curve	曲线
latte	拿铁
witch	女巫
bunch	串
repel	击退
anvil	铁砧
soapy	苏比
meter	米
broth	肉汤
madly	疯狂地
dried	干燥的
scene	场景
known	已知的
magma	岩浆
roost	栖息
woman	成年女子
thong	丁字裤
punch	用拳猛击
pasty	糊状的
downy	柔和的
knead	揉捏
whirl	旋转
rapid	迅速的
clang	叮当声
anger	愤怒
drive	驾驶
goofy	傻瓜
email	电子邮件
music	音乐
stuff	东西
bleep	哔哔声
rider	骑手
mecca	麦加
folio	对开本
setup	设置
verso	维索
quash	撤销
fauna	动物群
gummy	软糖
happy	快乐的
newly	最近
fussy	挑剔的
relic	遗物
guava	番石榴
ratty	鼠
fudge	软糖
femur	股骨
chirp	啁啾声
forte	特长
alibi	托辞
whine	哭哭啼啼
petty	次要的
golly	天哪
plait	编结
fleck	斑点
felon	重罪犯
gourd	葫芦
brown	棕色的
ficus	榕树
stash	藏匿
decry	谴责
wiser	更聪明的
junta	军政府
visor	面罩
daunt	使胆怯
scree	碎石
impel	促使
await	等候
press	按
whose	谁的
turbo	涡轮
stoop	俯身
speak	谈
mangy	肮脏的
eying	注视
inlet	小湾
crone	老太婆
pulse	脉搏
mossy	苔藓
staid	古板的
hence	因此
pinch	拧
teddy	泰迪
sully	败坏
snore	打鼾
ripen	成熟
snowy	下雪的
attic	阁楼
going	离去
leach	过滤
mouth	嘴
hound	猎犬
clump	丛
tonal	音调的
bigot	偏执狂
peril	危险
piece	块
blame	责备
haute	上流社会
spied	窥探
undid	解开
intro	简介
basal	基本的
shine	闪耀
gecko	壁虎
rodeo	牛仔竞技比赛
guard	警卫
steer	驾驶
loamy	壤土
scamp	流氓
scram	快滚
manly	强壮的
hello	你好
vaunt	吹嘘
organ	器官
feral	野性的
knock	敲
extra	额外的
condo	公寓
adapt	适应
willy	威利
polka	波尔卡舞
rayon	人造丝
skirt	短裙
faith	信仰
torso	人体躯干
match	火柴
mercy	怜悯
tepid	温热的
sleek	光滑的
riser	立管
peace	和平
flush	脸红
catty	猫
login	登录
eject	弹出
roger	罗杰
rival	竞争对手
untie	解开
refit	改装
aorta	主动脉
adult	成人
judge	法官
rower	划手
artsy	艺术的
rural	乡村的
shave	刮胡子
aahed	哎呀
aalii	（aaii）
aargh	啊
aarti	地图
abaca	阿巴卡
abaci	阿巴奇
abaft	船尾
abaka	阿巴卡
abamp	阿巴普
aband	之前
abash	使惭愧
abask	阿巴斯克
abaya	忽视
abbas	阿巴斯
abbed	阿巴德
abbes	修道院院长
abeam	是
abear	打开
abele	分享
abers	阿伯斯
abets	教唆
abies	冷杉
abler	能干的
ables	表格
ablet	能干的
ablow	阿布罗
abohm	哦，哦
aboil	中止
aboma	阿博玛
aboon	艾博恩
abord	首先
abore	中止
abram	打开
abray	艾布拉
abrim	阿布里姆
abrin	四月
abris	阿布里斯
absey	Absee
absit	腹股沟炎
abuna	阿布纳
abune	阿布内
abuts	邻接
abuzz	喧哗的
abyes	阿贝斯
abysm	使
acais	阿卡伊斯
acari	蜱螨
accas	阿克斯
acerb	尖刻的
acers	阿瑟
aceta	醋酸盐
achar	地区
ached	疼痛
aches	疼痛
achoo	阿乔
acids	酸
acidy	酸
acini	腺泡
ackee	阿克
acker	阿克
acmes	顶点
acned	阿克内德
acnes	痤疮
acock	阿克
acold	冰
acred	尖刻的
acres	英亩
acros	阿克罗斯
acted	行动
actin	肌动蛋白
acton	阿克顿
acyls	酰基
adaws	阿达斯
adays	艾迪斯
addax	阿达克斯
added	补充
adder	加法器
addio	再会
addle	麻木
adeem	阿德姆
adhan	阿丹
adieu	再见
adios	再见。
adits	坑道
adman	广告人
admen	广告人
admix	混合
adobo	阿多博
adown	阿东
adoze	剂量
adrad	阿德拉德
adred	地址
aduki	阿杜基
adunc	我补充说
adust	（阿杜）
advew	adview
adyta	阿德塔
adzed	阿德兹
adzes	阿兹
aecia	艾西亚
aedes	伊蚊
aegis	庇护
aeons	移涌
aerie	艾利
aesir	埃塞尔
afald	阿费尔德
afara	外部
afars	外部
afear	失音的
aflaj	阿法拉
afore	之前
afrit	复制
afros	非洲裔
agama	阿加玛
agami	阿加米
agars	阿加尔
agast	阿加斯特
agave	龙舌兰
agaze	玛瑙
agene	议程
agers	阿格斯
agger	阿格
aggie	阿吉
aggri	阿格里
aggro	愤怒
aggry	怨恨
aghas	啊
agila	敏捷的
agios	阿吉奥斯
agism	敏捷
agist	焦虑
agita	添加
aglee	灼热的
aglet	肩带
agley	艾格利
agloo	警觉的
aglus	发光体
agmas	阿格玛斯
agoge	教堂
agone	阿贡
agons	痛苦
agood	现在
agria	阿格里亚
agrin	阿格林
agros	农业
agued	严重的
agues	水
aguna	论据
aguti	阿古蒂
aheap	啊
ahent	没有人
ahigh	啊
ahind	后面
ahing	阿欣
ahint	阿欣特
ahold	阿霍尔德
ahull	啊哈
ahuru	布局
aidas	帮助
aided	帮助
aides	助手
aidoi	真正的
aidos	艾多斯
aiery	艾尔斯
aigas	艾加
aight	摘录
ailed	生病的
aimed	针对
aimer	爱
ainee	物质
ainga	只有
aioli	艾尔
aired	播出
airer	空气器
airns	艺术
airth	注意
airts	高度
aitch	艾奇
aitus	羊
aiver	艾弗
aiyee	昨天
aizle	你好
ajies	阿杰斯
ajiva	阿吉瓦
ajuga	脑
ajwan	六月
akees	阿克斯
akela	阿克拉
akene	亚辛
aking	我的
akita	秋田
akkas	女性的
alaap	阿拉普
alack	形状
alamo	阿拉莫
aland	阿兰
alane	艾伦
alang	阿兰
alans	平衡
alant	阿拉特
alapa	基础
alaps	阿拉普斯
alary	阿拉里
alate	阿拉特
alays	阿拉斯
albas	专辑
albee	阿尔比
alcid	阿尔西德
alcos	阿尔科斯
aldea	村庄
alder	桤木
aldol	奥尔多
aleck	艾力克
alecs	亚历克斯
aleft	警觉的
aleph	阿莱夫
alews	亚历克斯
aleye	阿莱耶
alfas	阿尔法
algal	藻类
algas	藻类
algid	藻类
algin	阿尔金
algor	阿尔戈
algum	一些
alias	别名
alifs	Alifs公司
aline	艾琳
alist	主义者
aliya	阿莉亚
alkie	阿尔基
alkos	碱性的
alkyd	醇酸
alkyl	烷基
allee	阿莉
allel	阿莱尔
allis	艾利斯
allod	阿洛德
allyl	烯丙基
almah	阿尔玛
almas	灵魂
almeh	阿尔梅
almes	施舍
almud	施舍
almug	阿尔穆格
alods	孤岛
aloed	警觉的
aloes	芦荟
aloha	你好
aloin	芦荟素
aloos	你好
alowe	芦荟
altho	高度
altos	阿尔托斯
alula	阿鲁拉
alums	校友
alure	明矾
alvar	阿尔瓦
alway	总是
amahs	未知的
amain	阿曼
amate	爱
amaut	终点
amban	安班
ambit	范围
ambos	二者都
ambry	橱柜
ameba	阿米巴
ameer	阿默尔
amene	阿门
amens	阿门
ament	大小
amias	阿米亚斯
amice	伙计
amici	朋友
amide	酰胺
amido	阿米多
amids	阿米兹
amies	朋友
amiga	朋友
amigo	朋友
amine	胺
amino	氨基
amins	胺
amirs	埃米尔
amlas	阿米拉
amman	名称
ammon	阿蒙
ammos	弹药
amnia	安尼亚
amnic	阿姆尼克
amnio	羊膜
amoks	阿莫克斯
amole	阿莫尔
amort	阿莫特
amour	恋情
amove	移动
amowt	阿莫特
amped	削弱
ampul	安瓿
amrit	阿姆利特
amuck	疯狂
amyls	戊基
anana	菠萝
anata	安纳塔
ancho	宽度
ancle	锚
ancon	锚
andro	安德罗
anear	戒指
anele	阿内尔
anent	其他的
angas	安格斯
anglo	盎格鲁
anigh	安尼
anile	年
anils	阿尼尔
anima	灵魂
animi	动画
anion	负离子
anise	八角
anker	锚
ankhs	安克斯
ankus	安克斯
anlas	_其他组织者
annal	年鉴
annas	安娜
annat	其他
anoas	阿诺亚斯
anole	阿诺尔
anomy	异名
ansae	设置
antae	安泰
antar	假设
antas	水平
anted	赌注
antes	赌注
antis	里斯
antra	安特拉
antre	第二
antsy	坐立不安的
anura	阿努拉
anyon	年份（s）
apace	迅速地
apage	删除
apaid	快速
apayd	阿佩特
apays	底部
apeak	猿类
apeek	公众的
apers	报纸
apert	打开
apery	阿佩里
apgar	阿普加
aphis	蚜虫
apian	火
apiol	阿皮奥
apish	阿皮什
apism	狂犬病
apods	等
aport	摄入
appal	骇人听闻的
appay	可怕的
appel	上诉
appro	批准
appui	支持
appuy	按
apres	围裙
apses	后堂
apsis	穹窿
apsos	阿普索斯
apted	适应
apter	阿普特
aquae	水彩画
aquas	阿奎斯
araba	阿拉巴
araks	阿拉克人
arame	电线
arars	阿拉斯
arbas	arb
arced	弧形
archi	拱门
arcos	拱门
arcus	弧
ardeb	阿黛布
ardri	阿德里
aread	地区
areae	地区
areal	区域的
arear	地区
areas	地区
areca	槟榔
aredd	阿雷德
arede	阿雷德
arefy	Arefy
areic	地区
arene	阿伦
arepa	阿雷帕
arere	地区
arete	阿雷特
arets	阿雷特
arett	单位格式
argal	阿加尔
argan	阿尔甘
argil	泥
argle	争论
argol	阿尔戈
argon	氩
argot	隐语
argus	论据
arhat	罗汉
arias	阿里亚斯
ariel	艾瑞尔
ariki	阿里基
arils	假种皮
ariot	阿里奥
arish	阿里什
arked	床单
arled	偶像
arles	阿尔勒
armed	武装
armer	贫穷的
armet	臂膀
armil	阿米尔
arnas	里斯
arnut	阿恩斯
aroba	阿罗巴
aroha	阿罗哈
aroid	阿罗伊德
arpas	阿尔帕斯
arpen	arp
arrah	阿拉
arras	阵列
arret	疤痕
arris	阿里斯
arroz	米
arsed	纵火
arses	屁股
arsey	阿西
arsis	屁股
artal	阿尔特尔
artel	阿尔特尔
artic	文章
artis	艺术家
aruhe	蕨根
arums	阿鲁姆斯
arval	事件
arvee	阿维
arvos	价值
aryls	芳基
asana	体位法
ascon	阿斯康
ascus	阿斯库斯
asdic	ASDIC
ashed	灰烬
ashes	灰烬
ashet	灰烬
asked	问
asker	询问者
askoi	屏风
askos	灰烬
aspen	山杨
asper	阿斯珀
aspic	肉冻
aspie	阿斯匹亚
aspis	阿斯皮斯
aspro	阿斯波罗
assai	阿西
assam	阿萨姆
asses	屁股
assez	够了
assot	阿索
aster	紫菀
astir	阿斯蒂尔
astun	阿斯顿
asura	阿修罗
asway	斜道
aswim	游泳
asyla	阿西拉
ataps	阿塔普斯
ataxy	阿塔西
atigi	阿蒂吉
atilt	（阿迪）
atimy	阿蒂玛
atlas	地图集
atman	自动取款机
atmas	阿特马斯
atmos	大气
atocs	原子能
atoke	阿托克
atoks	环礁
atoms	原子
atomy	原子的
atony	无力
atopy	特应性
atria	中庭
atrip	阿特里普
attap	阿塔普
attar	附件
atuas	实际情况
audad	奥达
auger	螺旋钻
aught	什么都没有
aulas	教训
aulic	奥里奇
auloi	大厅
aulos	班级
aumil	奥米尔
aunes	盎司
aunts	阿姨们
aurae	金
aural	听觉的
aurar	有
auras	光环
aurei	奥里斯
aures	金
auric	金
auris	奥里斯
aurum	金
autos	汽车
auxin	生长素
avale	吞咽
avant	前卫的
avast	开放
avels	艾夫斯
avens	阿文思
avers	厌恶
avgas	中止
avine	艾文
avion	飞机
avise	警告
aviso	警告
avize	贪婪
avows	声明
avyze	阿维泽
awarn	觉醒
awato	和户
aways	远离
awdls	作者
aweel	今天
aweto	阿维托
awing	惊醒
awmry	（awmry）
awned	遮篷
awner	雨篷
awols	擅离职守
awork	做工
axels	阿克塞尔
axile	轴心
axils	轴心
axing	砍掉
axite	轴
axled	轴
axles	车轴
axman	阿克斯曼
axmen	斧头
axoid	轴突
axone	轴突
axons	轴突
ayahs	阿亚
ayaya	阿雅
ayelp	艾尔普
aygre	艾格里
ayins	斧头
ayont	阿约特
ayres	艾尔斯
ayrie	分享
azans	阿扎内
azide	叠氮化物
azido	叠氮化物
azine	阿津
azlon	阿兹隆
azoic	偶氮的
azole	唑
azons	氮酮
azote	硝酸盐
azoth	阿佐
azuki	阿祖基
azurn	阿祖恩
azury	蔚蓝的
azygy	警觉的
azyme	阿齐米
baaed	咩咩叫
baals	巴尔
babas	巴巴斯
babel	巴贝尔
babes	宝贝们
babka	巴布卡
baboo	巴布
babul	巴布尔
babus	巴布斯
bacca	浆果
bacco	培根
baccy	巴西
bacha	小心
bachs	巴赫斯
backs	背
baddy	坏蛋
baels	贝尔
baffs	巴夫
baffy	巴菲
bafts	巴夫茨
baghs	巴格斯
bagie	贝吉
bahts	泰铢
bahus	巴胡斯
bahut	巴胡特
bails	保释
bairn	拜恩
baisa	贝萨
baith	字节
baits	诱饵
baiza	拜扎
baize	拜泽
bajan	下来
bajra	快跑！
bajri	奔跑
bajus	巴朱斯
baked	烤
baken	回来
bakes	烘焙
bakra	铜
balas	子弹
balds	秃顶
baldy	秃顶的
baled	打包
bales	捆
balks	阻碍
balky	犹豫不决的
balls	球
bally	巴利
balms	香膏
baloo	巴鲁
balsa	巴尔萨
balti	波罗的海
balun	旋转
balus	球
bambi	斑比
banak	香焦
banco	银行
bancs	班克斯
banda	班达
bandh	班德
bands	乐队
bandy	班迪
baned	路径
banes	贝恩斯
bangs	刘海
bania	光
banks	银行
banns	禁令
bants	班茨
bantu	班图
banty	平庸的
banya	班雅
bapus	巴布斯
barbe	胡须
barbs	倒钩
barby	芭比
barca	船
barde	大的
bardo	吟游诗人
bards	吟游诗人
bardy	巴迪
bared	赤裸
barer	巴勒
bares	赤裸
barfi	颜色
barfs	呕吐
baric	巴里克
barks	吠叫
barky	驳船
barms	乳房
barmy	酒鬼
barns	孩子们
barny	公羊
barps	呕吐
barra	酒吧
barre	巴尔
barro	黏土
barry	巴里
barye	地点
basan	巴桑
based	基于
basen	基础
baser	卑鄙的
bases	基地
basho	巴沙
basij	盆
basks	晒太阳
bason	玻璃
basse	低音
bassi	巴西
basso	巴索
bassy	贝西
basta	足够地
basti	巴斯蒂
basto	百思图
basts	巴斯茨
bated	减弱
bates	贝茨
baths	洗澡
batik	蜡染
batta	不
batts	巴茨
battu	被打败了
bauds	波特
bauks	鲍克斯
baulk	语言
baurs	鲍尔斯
bavin	巴文
bawds	缓冲区
bawks	叫声
bawls	大喊大叫
bawns	奖金
bawty	淫秽的
bayed	咆哮
bayer	拜耳
bayes	贝斯
bayle	字节
bayts	字节
bazar	巴扎
bazoo	巴祖
beads	珠
beaks	喙
beaky	尖嘴的
beals	比尔斯
beams	光束
beamy	比米
beano	豆
beans	豆
beany	比尼
beare	熊
bears	熊
beath	比思
beats	跳动
beaty	跳动
beaus	博斯
beaut	美女
beaux	情人
bebop	贝博普
becke	贝克
becks	贝克
bedad	贝达德
bedel	分享
bedes	拜托
bedew	贝多
bedim	贝迪姆
bedye	评级
beedi	甜菜
beefs	比夫斯
beeps	哔哔声
beers	啤酒
beery	啤酒
beets	甜菜
begad	二者都
begar	贝加尔
begem	贝格姆
begot	生
begum	贝格姆
beige	米色
beigy	贝基
beins	骨
bekah	冻僵的
belah	分裂
belar	熊
belay	保雷
belee	贝莉
belga	比利时的
bells	钟声
belon	贝隆
belts	皮带
bemad	发疯
bemas	贝马斯
bemix	贝米克斯
bemud	贝蒙
bends	弯曲
bendy	弯曲的
benes	腿
benet	腿
benga	%s（%s字节）
benis	写
benne	里面
benni	在里面
benny	本尼
bento	便当
bents	便当
benty	本蒂
bepat	坚决的
beray	浆果
beres	贝雷斯
bergs	山
berko	伯克
berks	文件夹
berme	红色
berms	护堤
berob	贝罗布
beryl	绿柱石
besat	占用
besaw	铁
besee	佰色
beses	时代
besit	着魔的
besom	贝索姆
besot	贝索特
besti	最好的
bests	最好的
betas	贝塔斯
beted	贝塔
betes	贝蒂斯
beths	贝思。
betid	贝蒂德
beton	混凝土
betta	贝塔
betty	贝蒂
bever	贝弗
bevor	之前
bevue	可执行文件
bevvy	贝维
bewet	可编辑
bewig	移动
bezes	贝兹
bezil	边框
bezzy	没有
bhais	有效的
bhaji	巴吉
bhang	邦
bhats	巴茨
bhels	底部
bhoot	脚
bhuna	基础
bhuts	必和必拓
biach	b
biali	比亚里
bialy	双性恋
bibbs	比布斯
bibes	比比斯
biccy	比西
bices	比克斯
bided	等待
bider	咬
bides	拜斯
bidet	坐浴盆
bidis	最后一次见到
bidon	罐子
bield	领域
biers	棺材
biffo	牛肉
biffs	比夫斯
biffy	比菲
bifid	双歧
bigae	比盖
biggs	比格斯
bigha	比加
bight	比赫特
bigly	极大地
bigos	偏执狂
bijou	比约
biked	骑自行车
biker	摩托车手
bikes	自行车
